catalog_number,copy_number,gri_has_copy,price_recorded,owner_code,owner_location
Br-A518,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A519,,Yes,*,PKA,"Rijksprentenkabinet, Rijksmuseum, Amsterdam, Netherlands (now RMA)"
Br-A519,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A521,,Yes,*,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A521,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A522,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A522,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A522,II,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A522,,,,PKA,"Rijksprentenkabinet, Rijksmuseum, Amsterdam, Netherlands (now RMA)"
Br-A522,I,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A523,,,,BML,"British Library, London, England"
Br-A523,,,,BMB,"Museumsbibliothek der Staatlichen Museen, Berlin, Germany (after 1945, MBB)"
Br-A523,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A523,,,,PKA,"Rijksprentenkabinet, Rijksmuseum, Amsterdam, Netherlands (now RMA)"
Br-A523,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A524,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A524,,Yes,,PKA,"Rijksprentenkabinet, Rijksmuseum, Amsterdam, Netherlands (now RMA)"
Br-A524,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A200,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A525,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A526,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A526,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A527,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A528,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A528,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A529,,Yes,,???,Location unknown
Br-A529,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A529,,,,BML,"British Library, London, England"
Br-A530,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A530,,No,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A531,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A532,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A533,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A533,,,,SBB,"Staatsbibliothek, Berlin, Germany"
Br-A534,,Yes,*,BMPL,"British Museum, Print Room, London, England"
Br-A534,,,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A535,,,,BML,"British Library, London, England"
Br-A535,,Yes,,WC,"Windsor Castle, Windsor, England"
Br-A535,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-A535,,Yes,,NGL,"National Gallery, London, England"
Br-A536,,Yes,,BML,"British Library, London, England"
Br-A536,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A537,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A537,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A538,,NO,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A538,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A539,,Yes,*,BMPL,"British Museum, Print Room, London, England"
Br-A539,,,,SRP,"Seymour de Ricci, Paris, France"
Br-A539,,,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A540,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A540,,,,RL,"W. Roberts, London, England"
Br-A541,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A541,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A542,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A542,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A543,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A544,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A544,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A545,,No,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A546,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A546,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A547,,Yes,,???,Location unknown
Br-A547,,Yes,,KNNY,"Knoedler, New York, NY, USA"
Br-A548,,Yes,*,BMML,"British Museum, Medals Room, London, England"
Br-A548,,,,SRP,"Seymour de Ricci, Paris, France"
Br-A548,,No,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A548,II,,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A549,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A549,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A550,,No,,COL,"Colnaghi, London, England"
Br-A552,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A552,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A553,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A553,II,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A553,I,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A554,,,,SRP,"Seymour de Ricci, Paris, France"
Br-A554,,Yes,,???,Location unknown
Br-A555,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A555,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A556,,,,BMML,"British Museum, Medals Room, London, England"
Br-A556,,No,,BML,"British Library, London, England"
Br-A557,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A557,,No,,PKA,"Rijksprentenkabinet, Rijksmuseum, Amsterdam, Netherlands (now RMA)"
Br-A557,,Yes,*,BML,"British Library, London, England"
Br-A557,,No,,WC,"Windsor Castle, Windsor, England"
Br-A557,,No,,BMB,"Museumsbibliothek der Staatlichen Museen, Berlin, Germany (after 1945, MBB)"
Br-A557,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-A557,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A557,,Yes,,Gent. Mag.,"The Gentleman's Magazine and Historical Chronicle, London, England"
Br-A557,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A557,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-A558,,Yes,,SRP,"Seymour de Ricci, Paris, France"
Br-A559,,Yes,*,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A560,,,,SRP,"Seymour de Ricci, Paris, France"
Br-A560,,Yes,,???,Location unknown
Br-A561,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A562,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A562,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A563,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A564,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A564,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A565,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A566,,Yes,*,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A567,,Yes,,SRP,"Seymour de Ricci, Paris, France"
Br-A568,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A568,,Yes,,SRP,"Seymour de Ricci, Paris, France"
Br-A568,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-A568,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A569,,Yes,,SRP,"Seymour de Ricci, Paris, France"
Br-A569,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A569,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A570,,No,,SRP,"Seymour de Ricci, Paris, France"
Br-A571,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A571,,No,,BML,"British Library, London, England"
Br-A572,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A573,,No,,COL,"Colnaghi, London, England"
Br-A573,,No,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A574,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-A574,,,,BML,"British Library, London, England"
Br-A574,,,,SRP,"Seymour de Ricci, Paris, France"
Br-A575,,,,BMML,"British Museum, Medals Room, London, England"
Br-A576,,Yes,,BML,"British Library, London, England"
Br-A577,,Yes,,SRP,"Seymour de Ricci, Paris, France"
Br-A578,,No,,BMB,"Museumsbibliothek der Staatlichen Museen, Berlin, Germany (after 1945, MBB)"
Br-A579,,No,,BMML,"British Museum, Medals Room, London, England"
Br-A579,,Yes,,GNY,"Grolier Club of New York, New York, NY, USA"
Br-A580,,Yes,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A581,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A581,,,,SRP,"Seymour de Ricci, Paris, France"
Br-A581,,No,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A582,,Yes,,BMML,"British Museum, Medals Room, London, England"
Br-A583,,Yes,,BML,"British Library, London, England"
Br-A584,,Yes,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A586,,No,,COL,"Colnaghi, London, England"
Br-A586,,No,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A586,,Yes,*,BMPL,"British Museum, Print Room, London, England"
Br-A587,,Yes,*,SRP,"Seymour de Ricci, Paris, France"
Br-A587,,Yes,,BMML,"British Museum, Medals Room, London, England"
Br-A587,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A587,,,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A588,,Yes,*,BML,"British Library, London, England"
Br-A588,,,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A589,,Yes,*,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-A590,,Yes,,BML,"British Library, London, England"
Br-A591,,Yes,*,NGL,"National Gallery, London, England"
Br-A591,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A591,,,,WC,"Windsor Castle, Windsor, England"
Br-A592,,Yes,,BML,"British Library, London, England"
Br-A593,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A593,,Yes,,BML,"British Library, London, England"
Br-A594,,Yes,,BML,"British Library, London, England"
Br-A595,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A596,,Yes,,BML,"British Library, London, England"
Br-A596,,No,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A597,,Yes,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A598,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A598,,No,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A600,,Yes,,PKA,"Rijksprentenkabinet, Rijksmuseum, Amsterdam, Netherlands (now RMA)"
Br-15066,,,,WE,"Sir Ellis Waterhouse, Edinburgh, England (formerly; later Birmingham)"
Br-15066,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-15067,,,,WE,"Sir Ellis Waterhouse, Edinburgh, England (formerly; later Birmingham)"
Br-15067,,,,FL,"A.J. Finberg, London, England"
Br-15067,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-15067,,,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-15068,,,,BML,"British Library, London, England"
Br-15068,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-15068,,Yes,,NGD,"National Gallery of Ireland, Dublin, Ireland"
Br-15068,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-15068,,Yes,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-15070,,,,BNRP,"Bibliothque nationale, Dpartement des Imprims, Rserve, Paris, France"
Br-15070,,No,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-15070,,,,CIL,"Courtauld Institute, London, England"
Br-15070,,,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-15071,,Yes,,WE,"Sir Ellis Waterhouse, Edinburgh, England (formerly; later Birmingham)"
Br-15071,,,,FL,"A.J. Finberg, London, England"
Br-15071,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-15071,,,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-15072,,Yes,,WE,"Sir Ellis Waterhouse, Edinburgh, England (formerly; later Birmingham)"
Br-15072,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-15072,,,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-15073,,Yes,,WE,"Sir Ellis Waterhouse, Edinburgh, England (formerly; later Birmingham)"
Br-15073,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-15075,,,,BLO,"Bodleian Library, Oxford, England"
Br-15076,,Yes,,WE,"Sir Ellis Waterhouse, Edinburgh, England (formerly; later Birmingham)"
Br-15076,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-15076,,,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-15077,,Yes,,WE,"Sir Ellis Waterhouse, Edinburgh, England (formerly; later Birmingham)"
Br-15077,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-15077,,,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-15078,,,,WE,"Sir Ellis Waterhouse, Edinburgh, England (formerly; later Birmingham)"
Br-15079,,Yes,,BML,"British Library, London, England"
Br-15079,,No,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-15080,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-15080,,,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-15020a,,Yes,,CMN,"Castle Museum, Norwich, England"
Br-15074,,Yes,,LN,"Norfolk Library, Norwich, England"
Br-A1770,,Yes,,???,Location unknown
Br-A1771,,Yes,*,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-A1772,,Yes,*,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-A1773,,Yes,*,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-A1774,,Yes,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-A1776,,Yes,*,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-A1777,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1778,,Yes,*,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-A1779,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1779,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1780,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1782,,Yes,*,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-A1783,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1783,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1785,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1786,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1787,,No,,BML,"British Library, London, England"
Br-A1787,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1788,,Yes,*,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-A1789,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1790,,Yes,*,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-A1791,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1791,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1791,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-A1792,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1792,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1792,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-A1793,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1795,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1796,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1797,,Yes,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-A1799,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1800,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A1802,,Yes,*,BML,"British Library, London, England"
Br-A1803,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1806,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1808,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1808,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1808,,,,WC,"Windsor Castle, Windsor, England"
Br-A1809,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1810,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1811,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1811,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1812,I,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1812,II,,,CL,"Christie, Manson & Woods, London, England"
Br-A1812,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1814,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1814,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1815,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1815,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A2554,,Yes,,NLID,"National Library of Ireland, Dublin, Ireland"
Br-A1816,,Yes,*,CL,"Christie, Manson & Woods, London, England"
Br-A1816,,,,CIL,"Courtauld Institute, London, England"
Br-A1816,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-A1816,,,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A1817,,,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-A1817,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A1818,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-A1818,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1818,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
